# ----------------------------------------
# 1 Master View
# New Custom Report
# 20190113-20200113
# ----------------------------------------

Region,City,Sessions
Minnesota,Rockford,3
Minnesota,Rothsay,3
Minnesota,Thief River Falls,3
Minnesota,Waterville,3
Minnesota,Wyoming,3
Minnesota,Elko New Market,3
Minnesota,Ham Lake,3
Minnesota,Lino Lakes,3
Minnesota,Otsego,3
Missouri,Canton,3
Missouri,Carrollton,3
Missouri,Dittmer,3
Missouri,Doniphan,3
Missouri,Kearney,3
Missouri,Lathrop,3
Missouri,Moberly,3
Missouri,Osage Beach,3
Missouri,Republic,3
Missouri,Savannah,3
Missouri,Sparta,3
Missouri,Richmond Heights,3
Missouri,Sunset Hills,3
Missouri,Weldon Spring,3
Mississippi,Bay Springs,3
Mississippi,Magee,3
Mississippi,McComb,3
Montana,Philipsburg,3
Montana,Sidney,3
North Carolina,Avon,3
North Carolina,Bryson City,3
North Carolina,Carolina Beach,3
North Carolina,Cherryville,3
North Carolina,Conover,3
North Carolina,Corolla,3
North Carolina,Creedmoor,3
North Carolina,Currituck,3
North Carolina,Edenton,3
North Carolina,Elizabethtown,3
North Carolina,Emerald Isle,3
North Carolina,Fletcher,3
North Carolina,Highlands,3
North Carolina,Holly Ridge,3
North Carolina,Hudson,3
North Carolina,Kitty Hawk,3
North Carolina,Mount Olive,3
North Carolina,Pilot Mountain,3
North Carolina,Stanley,3
North Carolina,Swannanoa,3
North Carolina,Tarboro,3
North Carolina,Vale,3
North Carolina,Warrenton,3
North Carolina,Waynesville,3
North Carolina,Winterville,3
North Carolina,Beulaville,3
North Carolina,Richlands,3
North Carolina,Wingate,3
North Dakota,Devils Lake,3
North Dakota,Fort Totten,3
Nebraska,Crete,3
Nebraska,Fremont,3
Nebraska,Ogallala,3
Nebraska,Prague,3
Nebraska,Chalco,3
New Hampshire,Campton,3
New Hampshire,Candia,3
New Hampshire,Canterbury,3
New Hampshire,Hollis,3
New Hampshire,Rindge,3
New Hampshire,Lancaster,3
New Hampshire,Newport,3
New Hampshire,Sandwich,3
New Jersey,Boonton,3
New Jersey,Dumont,3
New Jersey,Hasbrouck Heights,3
New Jersey,Hillsdale,3
New Jersey,Ho-Ho-Kus,3
New Jersey,Metuchen,3
New Jersey,Millville,3
New Jersey,North Arlington,3
New Jersey,Pedricktown,3
New Jersey,Pequannock Township,3
New Jersey,Saddle Brook,3
New Jersey,Shrewsbury,3
New Jersey,Stewartsville,3
New Jersey,Stratford,3
New Jersey,Ventnor City,3
New Jersey,Wallington,3
New Jersey,Wanaque,3
New Jersey,Wharton,3
New Jersey,Andover Township,3
New Jersey,Boonton Township,3
New Jersey,Cinnaminson,3
New Jersey,Eastampton Township,3
New Jersey,Franklin,3
New Jersey,Tewksbury,3
New Jersey,Washington Township,3
New Jersey,West Caldwell,3
New Mexico,Hobbs,3
Nevada,Gardnerville,3
New York,Akron,3
New York,Alfred,3
New York,Altamont,3
New York,Amawalk,3
New York,Bridgehampton,3
New York,Bronxville,3
New York,Chester,3
New York,Churchville,3
New York,Clifton Springs,3
New York,Cobleskill,3
New York,Congers,3
New York,Coxsackie,3
New York,Cropseyville,3
New York,Depew,3
New York,Ellenville,3
New York,Geneva,3
New York,Goshen,3
New York,Gowanda,3
New York,Haverstraw,3
New York,Holley,3
New York,Hunter,3
New York,Irvington,3
New York,Katonah,3
New York,Liberty,3
New York,Massapequa Park,3
New York,Mastic,3
New York,Mayville,3
New York,Mountainville,3
New York,Purdys,3
New York,Rhinebeck,3
New York,Ridge,3
New York,Riverhead,3
New York,Salamanca,3
New York,Seaford,3
New York,Stone Ridge,3
New York,Suffern,3
New York,Upton,3
New York,West Henrietta,3
New York,Yaphank,3
New York,Carmel Hamlet,3
New York,Central Square,3
New York,Goldens Bridge,3
New York,Kerhonkson,3
New York,Kings Point,3
New York,North Bay Shore,3
New York,Whitesboro,3
Ohio,Aurora,3
Ohio,Brookville,3
Ohio,Canal Fulton,3
Ohio,Clarksville,3
Ohio,Coshocton,3
Ohio,Holland,3
Ohio,Lisbon,3
Ohio,Loudonville,3
Ohio,Maple Heights,3
